id,timestamp,risk,anomaly_types,category,context_type,owner_type,owner_name,owner_hash,owner_risk,target_type,target_name,target_hash,target_risk,observed,points
8e04aef4ce306a7d,1617213600,35,"[15, 16]",Repository,volumetric,user,mary.dulin.07052,90eac24a7b27d9ec,96,"","","",,"{observed=397676.0, self_average=409237.6, self_second_highest=809065.6, org_average=198.3, org_second_highest=798086.3}",
23f2d074ec7c78ff,1617210000,76,[275],Authentication,rare,user,bettie.gray.12038,808afbdcde6ad6be,58,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=100.0},
7dc53245a597d02b,1617210000,75,[275],Authentication,rare,user,maria.bailey.05312,e9cfc8c42602e356,60,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.9},
2379cbfac775bf9b,1617210000,75,[275],Authentication,rare,user,chris.williams.11171,79ebb57349c5c789,50,domain,AMS-DC-0383,c40b4298e38f612d,100,{probability=99.8},
27447a558ee1a056,1617210000,75,[275],Authentication,rare,user,eileen.shroyer.30215,fce9a3fe7f315a3,60,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.8},
330970be95bbe785,1617210000,75,[275],Authentication,rare,user,joshua.burgos.30378,fbd451475a96d19f,61,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.8},
a66cb20430fd79ff,1617210000,75,[275],Authentication,rare,user,valentine.bires.34115,5ffbe7ad95a39a01,46,domain,BKK-DC-0142,7f400f85e3a20fb2,100,{probability=99.8},
a6e556a550cabe31,1617210000,75,[275],Authentication,rare,user,lawanda.kimball.28656,cc8e84c0011a8698,60,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.8},
38f1fea82d17a386,1617210000,75,[275],Authentication,rare,user,bruce.adkins.00721,d2834442669f6fd,58,domain,IST-DC-0461,7db1f6dd58c6c254,100,{probability=99.5},
52bf3d152c04ba5b,1617210000,75,[275],Authentication,rare,user,arianne.reinoso.04352,ae133ae76842f2b3,79,domain,IST-DC-0461,7db1f6dd58c6c254,100,{probability=99.5},
a530859f37b77ce0,1617210000,75,[275],Authentication,rare,user,calvin.phillips.09239,edff20eb865bfba2,39,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.5},
e99ec3fa1975b93,1617210000,75,[275],Authentication,rare,user,dan.rutski.05098,bc48e00c31183d4,65,domain,AMS-DC-0380,f2fa57e69cb25ab9,100,{probability=99.5},
f23fcc9106353c3b,1617210000,75,[275],Authentication,rare,user,joshua.wade.14201,eeff6ae628c16dec,59,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.5},
f019105968ea3b19,1617210000,75,[272],Authentication,rare,user,bettie.gray.12038,808afbdcde6ad6be,58,"","","",,{probability=100.0},
7d58a2651ce2b64c,1617210000,75,[272],Authentication,rare,user,maria.bailey.05312,e9cfc8c42602e356,60,"","","",,{probability=99.9},
6b570a5e7c3a5aef,1617210000,75,[272],Authentication,rare,user,lawanda.kimball.28656,cc8e84c0011a8698,60,"","","",,{probability=99.8},
7db039e6e21bbe37,1617210000,75,[272],Authentication,rare,user,joshua.burgos.30378,fbd451475a96d19f,61,"","","",,{probability=99.8},
7facec6083d49794,1617210000,75,[272],Authentication,rare,user,eileen.shroyer.30215,fce9a3fe7f315a3,60,"","","",,{probability=99.8},
33b68dea60ba21d3,1617210000,75,[275],Authentication,rare,user,angela.nelson.16005,4b2899c31f0df1e5,100,domain,BOM-DC-0699,6c4b107b3b8969ea,100,{probability=99.0},
3b753bf94baf69b8,1617210000,75,[275],Authentication,rare,user,irma.bernabe.30163,b40cbc0477af937d,61,domain,BCN-DC-0323,ec3166af73c4555f,100,{probability=99.0},
4530282e0cfafd65,1617210000,75,[275],Authentication,rare,user,esmeralda.james.28781,6fa2c9b1e32a85a9,72,domain,BCN-DC-0751,70dbc57b39d2b01e,100,{probability=99.0},
63cfd36a25018592,1617210000,75,[275],Authentication,rare,user,esmeralda.james.28781,6fa2c9b1e32a85a9,72,domain,BKK-DC-0142,7f400f85e3a20fb2,100,{probability=99.0},
933efa085bf04380,1617210000,75,[275],Authentication,rare,user,josephine.groseclose.33566,cc0875f4bbd76bc,46,domain,BCN-DC-0395,3090322137b0a607,100,{probability=99.0},
a336a4311489e2b7,1617210000,75,[275],Authentication,rare,user,rebecca.winters.00213,a0bc44942e028dd5,67,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=99.0},
d0d7e43770975aac,1617210000,75,[275],Authentication,rare,user,joseph.lamar.31273,b326d32f79447bfd,59,domain,BCN-DC-0138,6f9e59cde9ad9ff3,100,{probability=99.0},
c1c49ed8c98642bc,1617210000,75,[272],Authentication,rare,user,arianne.reinoso.04352,ae133ae76842f2b3,79,"","","",,{probability=99.5},
caa8c0e15aae9204,1617210000,75,[272],Authentication,rare,user,joshua.wade.14201,eeff6ae628c16dec,59,"","","",,{probability=99.5},
5386aa3fb2f0f643,1617210000,74,[272],Authentication,rare,user,rebecca.winters.00213,a0bc44942e028dd5,67,"","","",,{probability=99.0},
688a209fee67d18f,1617210000,74,[272],Authentication,rare,user,irma.bernabe.30163,b40cbc0477af937d,61,"","","",,{probability=99.0},
6f17702dc7c6fb28,1617210000,74,[272],Authentication,rare,user,esmeralda.james.28781,6fa2c9b1e32a85a9,72,"","","",,{probability=99.0},
8913b21d46572060,1617210000,74,[272],Authentication,rare,user,angela.nelson.16005,4b2899c31f0df1e5,100,"","","",,{probability=99.0},
af8dabb1d8ec192f,1617210000,74,[272],Authentication,rare,user,joseph.lamar.31273,b326d32f79447bfd,59,"","","",,{probability=99.0},
1da47b1bf3c8c9f6,1617210000,74,[275],Authentication,rare,user,aaron.gonzales.34391,1baf042cdb900f2c,57,domain,ICN-DC-0944,8081bc6bf5adf08c,100,{probability=97.9},
1dd8d739527b7fb2,1617210000,74,[275],Authentication,rare,user,peter.grant.06307,c98eb1acaa222501,66,domain,IST-DC-0309,f32c540e0ff2b182,100,{probability=97.9},
1f5158e994485921,1617210000,74,[275],Authentication,rare,user,lauretta.fonville.01516,e635b5bf7ad9c043,79,domain,BKK-DC-0142,7f400f85e3a20fb2,100,{probability=97.9},
73e6a734c36d2717,1617210000,74,[275],Authentication,rare,user,maureen.bostick.40134,54b85ff56cd3d872,66,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=97.9},
3771254ac5e4423e,1617210000,73,[272],Authentication,rare,user,peter.grant.06307,c98eb1acaa222501,66,"","","",,{probability=97.9},
e4668c4a3d3442b1,1617210000,73,[272],Authentication,rare,user,maureen.bostick.40134,54b85ff56cd3d872,66,"","","",,{probability=97.9},
2b68a48c6ab16310,1617210000,72,[275],Authentication,rare,user,david.spady.01757,cbcbf8d679f007be,58,domain,BKK-DC-0142,7f400f85e3a20fb2,100,{probability=95.8},
2ca13520cda134f,1617210000,72,[275],Authentication,rare,user,katherine.womack.07337,9b8d7944d8fb8d6d,50,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=95.8},
6e9e4a55326f165b,1617210000,72,[275],Authentication,rare,user,lori.tyson.28811,d82f5cf287003489,58,domain,BCN-DC-0849,d93639996554616d,100,{probability=95.8},
7b160f2c93f52446,1617210000,72,[275],Authentication,rare,user,bruce.fowler.05515,ff5dffc6cfdeabca,58,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=95.8},
94fc6288bf43df2,1617210000,72,[275],Authentication,rare,user,shawn.keane.26228,86aa5263be03f1f4,65,domain,AMS-DC-0974,775735261034d5e,100,{probability=95.8},
b5b2a10de68415f9,1617210000,72,[275],Authentication,rare,user,shawn.keane.26228,86aa5263be03f1f4,65,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=95.8},
157605fc5b80987a,1617210000,72,[272],Authentication,rare,user,shawn.keane.26228,86aa5263be03f1f4,65,"","","",,{probability=95.8},
2393d89bd9134594,1617210000,72,[272],Authentication,rare,user,david.spady.01757,cbcbf8d679f007be,58,"","","",,{probability=95.8},
a446d2e370d1554e,1617210000,72,[272],Authentication,rare,user,lori.tyson.28811,d82f5cf287003489,58,"","","",,{probability=95.8},
e67c0a0a3ee9f039,1617210000,72,[272],Authentication,rare,user,bruce.fowler.05515,ff5dffc6cfdeabca,58,"","","",,{probability=95.8},
7f3eb329fada4252,1617210000,69,[275],Authentication,rare,user,teresa.watson.23458,d5fd46d806bd7737,61,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=91.8},
ac49b852e398ba93,1617210000,69,[275],Authentication,rare,user,daryl.lanza.33535,24fbdbe3d612222a,56,domain,BCN-DC-0549,fdd9f75e609c01e9,100,{probability=91.8},
de146f215c910d9f,1617210000,69,[275],Authentication,rare,user,aaron.davis.11825,dfeb8849a9095d6f,55,domain,BCN-DC-0100,2a3283db81136dc8,100,{probability=91.8},
ffc87aa16ccbccac,1617210000,69,[275],Authentication,rare,user,lesley.litherland.01616,dcb4725082303e3e,44,domain,BKK-DC-0142,7f400f85e3a20fb2,100,{probability=91.8},
3a1e14413673d977,1617210000,69,[272],Authentication,rare,user,daryl.lanza.33535,24fbdbe3d612222a,56,"","","",,{probability=91.8},
77abbd92a1ca38f1,1617210000,69,[272],Authentication,rare,user,aaron.davis.11825,dfeb8849a9095d6f,55,"","","",,{probability=91.8},
ab183fd224272fe3,1617210000,69,[272],Authentication,rare,user,teresa.watson.23458,d5fd46d806bd7737,61,"","","",,{probability=91.8},
19fb5b9d2c68cebb,1617210000,64,[275],Authentication,rare,user,donnie.nelson.05792,a7a3debaee6241f9,58,domain,BCN-DC-0323,ec3166af73c4555f,100,{probability=84.9},
2540c97f9a4e447c,1617210000,64,[275],Authentication,rare,user,edward.petro.12711,42dd67e093c504a6,49,domain,BKK-DC-0150,732c53a03cf0c11f,100,{probability=84.9},
225efcaeb5354ee,1617210000,64,[223],Authentication,volumetric,user,brenda.morris.20715,234d2d059db64ef1,100,"","","",,"{observed=3145.0, self_average=3133.9, self_second_highest=6318.9, org_average=2.3, org_second_highest=11019.3}",
302c8d6895696853,1617210000,64,[223],Authentication,volumetric,user,ronald.montey.07102,517826c81818b84c,91,"","","",,"{observed=2737.0, self_average=3005.8, self_second_highest=5841.8, org_average=2.3, org_second_highest=11019.3}",
ab74a836f458228a,1617210000,64,[223],Authentication,volumetric,user,maria.dale.32198,cc31ffc828d98650,83,"","","",,"{observed=1865.0, self_average=1841.5, self_second_highest=3751.5, org_average=2.3, org_second_highest=11019.3}",
e876ecc5291dfa3c,1617210000,64,[223],Authentication,volumetric,user,joyce.garr.41789,8278e283df03f3d5,78,"","","",,"{observed=959.0, self_average=941.2, self_second_highest=1900.2, org_average=2.3, org_second_highest=11019.3}",
aae629446fab48f,1617210000,64,[272],Authentication,rare,user,donnie.nelson.05792,a7a3debaee6241f9,58,"","","",,{probability=84.9},
c9a62bb1ccfbbe07,1617210000,64,[223],Authentication,volumetric,user,albert.moody.22835,5511d09e36ca348f,97,"","","",,"{observed=451.0, self_average=533.4, self_second_highest=1447.4, org_average=1.8, org_second_highest=1157.8}",
26d05237b826bd6c,1617210000,63,[223],Authentication,volumetric,user,nicholas.davis.20030,53a7c5dd2a92c14,65,"","","",,"{observed=362.0, self_average=353.7, self_second_highest=720.7, org_average=2.3, org_second_highest=11019.3}",
c3b9468d9a3dee9d,1617210000,63,[223],Authentication,volumetric,user,marcella.hicks.22480,a374a3cd8a4a4d91,74,"","","",,"{observed=336.0, self_average=334.8, self_second_highest=675.8, org_average=2.3, org_second_highest=11019.3}",
efe544f3dd68da5b,1617210000,63,[223],Authentication,volumetric,user,james.schultz.35229,caa0c8cd3bb60a14,78,"","","",,"{observed=330.0, self_average=355.9, self_second_highest=721.9, org_average=2.3, org_second_highest=11019.3}",
66711d4b0c1ecd54,1617210000,63,[223],Authentication,volumetric,user,philip.taylor.37821,1fd8c432823945aa,100,"","","",,"{observed=399.0, self_average=450.9, self_second_highest=906.9, org_average=3.0, org_second_highest=795.0}",
2fc8ee8f1f974f99,1617210000,63,[223],Authentication,volumetric,user,doris.precourt.11730,6582542a6d766da9,63,"","","",,"{observed=268.0, self_average=257.3, self_second_highest=525.3, org_average=2.3, org_second_highest=11019.3}",
6c4ce4ce1c7662f8,1617210000,63,[223],Authentication,volumetric,user,david.smith.32626,5fc30a00334feb5c,88,"","","",,"{observed=242.0, self_average=255.8, self_second_highest=525.8, org_average=2.3, org_second_highest=11019.3}",
b511a16785b1648b,1617210000,63,[223],Authentication,volumetric,user,ann.robinson.37853,1bb0b18cac154f6f,73,"","","",,"{observed=228.0, self_average=217.2, self_second_highest=449.2, org_average=2.3, org_second_highest=11019.3}",
475470fdd2cfddcb,1617210000,63,[223],Authentication,volumetric,user,wilburn.garrett.20238,2e651837d9edd94f,78,"","","",,"{observed=224.0, self_average=217.0, self_second_highest=456.0, org_average=2.3, org_second_highest=11019.3}",
257a0d3bc0512625,1617210000,63,[223],Authentication,volumetric,user,richard.wright.22039,5443b0ebb1b5d555,64,"","","",,"{observed=222.0, self_average=243.0, self_second_highest=502.0, org_average=2.3, org_second_highest=11019.3}",
65e38faacf0c1745,1617210000,63,[223],Authentication,volumetric,user,abraham.wedeking.36959,420724d129b787e9,100,"","","",,"{observed=222.0, self_average=222.0, self_second_highest=444.0, org_average=2.3, org_second_highest=11019.3}",
885a2ac141d790ed,1617210000,63,[223],Authentication,volumetric,user,calvin.freeman.21506,bf2e2d38bdb23da6,83,"","","",,"{observed=214.0, self_average=208.5, self_second_highest=422.5, org_average=2.3, org_second_highest=11019.3}",
a400eecc560dfa3e,1617210000,63,[223],Authentication,volumetric,user,sabrina.emery.06769,76a1872691274354,74,"","","",,"{observed=213.0, self_average=252.2, self_second_highest=488.2, org_average=2.3, org_second_highest=11019.3}",
c98f898643c293c1,1617210000,62,[223],Authentication,volumetric,user,ronald.velazquez.14251,c2775ffd2de19f6,58,"","","",,"{observed=208.0, self_average=201.3, self_second_highest=409.3, org_average=2.3, org_second_highest=11019.3}",
6386feff5dde7e23,1617210000,62,[223],Authentication,volumetric,user,linda.johnson.23426,95b0e5d6d16c3575,84,"","","",,"{observed=181.0, self_average=171.2, self_second_highest=339.2, org_average=2.3, org_second_highest=11019.3}",
11daed8570684546,1617210000,62,[223],Authentication,volumetric,user,jon.winslow.42331,98b26694ca19b21f,70,"","","",,"{observed=138.0, self_average=129.4, self_second_highest=268.4, org_average=1.8, org_second_highest=1157.8}",
d75e482c4058b5ea,1617210000,62,[223],Authentication,volumetric,user,patrick.jacobs.25195,a8eb54978b9d8ad1,53,"","","",,"{observed=156.0, self_average=147.6, self_second_highest=303.6, org_average=2.3, org_second_highest=11019.3}",
aae3e14081097441,1617210000,62,[223],Authentication,volumetric,user,cindy.milburn.00406,8eab39e067815b99,72,"","","",,"{observed=155.0, self_average=162.3, self_second_highest=334.3, org_average=2.3, org_second_highest=11019.3}",
1daa39ae698f8f1d,1617210000,62,[223],Authentication,volumetric,user,nancy.smith.12526,ff623eb5af2f2e5c,57,"","","",,"{observed=151.0, self_average=165.3, self_second_highest=335.3, org_average=2.3, org_second_highest=11019.3}",
6703a8296b84f710,1617210000,62,[223],Authentication,volumetric,user,joel.weekley.07776,4aa7d536ec72a9d0,88,"","","",,"{observed=197.0, self_average=180.6, self_second_highest=376.6, org_average=3.0, org_second_highest=795.0}",
3de5b0ea910754bf,1617210000,62,[223],Authentication,volumetric,user,marva.clouse.02291,b90198693d64c505,91,"","","",,"{observed=185.0, self_average=207.7, self_second_highest=413.7, org_average=3.0, org_second_highest=795.0}",
4ce874bfae5d0fd1,1617210000,62,[223],Authentication,volumetric,user,christopher.tindol.25296,91dab1c8a206b14c,64,"","","",,"{observed=138.0, self_average=140.4, self_second_highest=283.4, org_average=2.3, org_second_highest=11019.3}",
da01a5901951602e,1617210000,61,[223],Authentication,volumetric,user,roberto.berry.17416,6a9a8bc060035d2,60,"","","",,"{observed=133.0, self_average=146.9, self_second_highest=279.9, org_average=2.3, org_second_highest=11019.3}",
8a6fbdb6b804d62b,1617210000,61,[223],Authentication,volumetric,user,mary.dickson.11513,5cc8bc52c931797f,70,"","","",,"{observed=121.0, self_average=135.0, self_second_highest=288.0, org_average=2.3, org_second_highest=11019.3}",
9a2d77eb39bb86ec,1617210000,61,[223],Authentication,volumetric,user,ahmed.hill.01829,ebc95335f6068e63,76,"","","",,"{observed=150.0, self_average=132.1, self_second_highest=258.1, org_average=3.0, org_second_highest=795.0}",
6a75d263abd3ffec,1617210000,61,[223],Authentication,volumetric,user,ralph.glass.31311,5d4ea481d574579c,65,"","","",,"{observed=112.0, self_average=115.7, self_second_highest=235.7, org_average=2.3, org_second_highest=11019.3}",
a477c15ad6ee74cd,1617210000,61,[223],Authentication,volumetric,user,george.staley.04479,80eee23c5a6148e2,55,"","","",,"{observed=108.0, self_average=113.4, self_second_highest=231.4, org_average=2.3, org_second_highest=11019.3}",
c126008285fbb60c,1617210000,61,[223],Authentication,volumetric,user,amelia.moroz.10260,5ef292d3766ec064,70,"","","",,"{observed=103.0, self_average=113.2, self_second_highest=216.2, org_average=2.3, org_second_highest=11019.3}",
d833ad109e9122a2,1617210000,61,[223],Authentication,volumetric,user,ruby.hernandez.00920,2f141eb98dae8306,75,"","","",,"{observed=129.0, self_average=129.0, self_second_highest=258.0, org_average=2.9, org_second_highest=2320.9}",
e4b6fd56076f256f,1617210000,61,[223],Authentication,volumetric,user,patricia.donley.23973,ecb944d376b8a4e5,71,"","","",,"{observed=102.0, self_average=108.8, self_second_highest=229.8, org_average=2.3, org_second_highest=11019.3}",
3e7d99fbff268332,1617210000,61,[223],Authentication,volumetric,user,sonja.manno.08359,6eda49b5e545177e,60,"","","",,"{observed=99.0, self_average=96.0, self_second_highest=195.0, org_average=2.3, org_second_highest=11019.3}",
7bf8ece339c28e51,1617210000,61,[223],Authentication,volumetric,user,gabriel.wolfe.37535,d48b2c313af566f0,70,"","","",,"{observed=99.0, self_average=110.1, self_second_highest=305.1, org_average=2.3, org_second_highest=11019.3}",
8d8d0f9331652613,1617210000,61,[223],Authentication,volumetric,user,brook.angus.03430,49e5f6666e4c79b4,61,"","","",,"{observed=98.0, self_average=124.5, self_second_highest=267.5, org_average=2.3, org_second_highest=11019.3}",
abe3a2ae527f9b0f,1617210000,60,[223],Authentication,volumetric,user,tommy.odom.01043,102a45a49652e0aa,51,"","","",,"{observed=95.0, self_average=111.9, self_second_highest=236.9, org_average=2.3, org_second_highest=11019.3}",
6bf44fd29deeb8bf,1617210000,60,[223],Authentication,volumetric,user,annette.leigh.39487,d189849bb3a39768,51,"","","",,"{observed=94.0, self_average=96.4, self_second_highest=201.4, org_average=2.3, org_second_highest=11019.3}",
246fe3c6fe1d9eff,1617210000,60,[223],Authentication,volumetric,user,larry.egnew.12979,dffd302c9ec3f7b,60,"","","",,"{observed=89.0, self_average=87.7, self_second_highest=176.7, org_average=2.3, org_second_highest=11019.3}",
42619da8e44ee025,1617210000,60,[223],Authentication,volumetric,user,charles.jones.16027,b3f761cf5f6398bf,90,"","","",,"{observed=109.0, self_average=141.2, self_second_highest=382.2, org_average=2.9, org_second_highest=2320.9}",
a13f221daf859913,1617210000,60,[223],Authentication,volumetric,user,sylvia.roman.40848,e333a892ada67cf6,50,"","","",,"{observed=82.0, self_average=81.9, self_second_highest=204.9, org_average=2.3, org_second_highest=11019.3}",
29f67bbd7cb12d71,1617210000,60,[223],Authentication,volumetric,user,lori.johnson.37719,8bfb2742d14422b4,58,"","","",,"{observed=77.0, self_average=85.6, self_second_highest=185.6, org_average=2.3, org_second_highest=11019.3}",
2bc5d51fb4a76e9a,1617210000,59,[223],Authentication,volumetric,user,verline.gosz.16910,76ffd6611db1200a,75,"","","",,"{observed=75.0, self_average=81.4, self_second_highest=164.4, org_average=2.3, org_second_highest=11019.3}",
5e5da4c988b41dd7,1617210000,59,[223],Authentication,volumetric,user,dorothy.mullaney.34671,d451b3b32ae2789,53,"","","",,"{observed=75.0, self_average=74.2, self_second_highest=149.2, org_average=2.3, org_second_highest=11019.3}",
a321742a233c6f1f,1617210000,59,[223],Authentication,volumetric,user,ria.chappell.06852,3ab2deea3ee5325b,52,"","","",,"{observed=73.0, self_average=73.0, self_second_highest=151.0, org_average=2.3, org_second_highest=11019.3}",
7998a8e1faa75d82,1617210000,59,[223],Authentication,volumetric,user,kathleen.thomas.17400,ca45a590f4f59a9c,53,"","","",,"{observed=90.0, self_average=79.7, self_second_highest=169.7, org_average=2.9, org_second_highest=2320.9}",
5be38193729ef418,1617210000,59,[223],Authentication,volumetric,user,lauretta.fonville.01516,e635b5bf7ad9c043,79,"","","",,"{observed=67.0, self_average=57.9, self_second_highest=127.9, org_average=2.3, org_second_highest=11019.3}",
64fce5aabf760b84,1617210000,58,[223],Authentication,volumetric,user,freddie.green.14146,877fd92e747c018f,49,"","","",,"{observed=64.0, self_average=69.2, self_second_highest=142.2, org_average=2.3, org_second_highest=11019.3}",
c0f731802105515,1617210000,58,[223],Authentication,volumetric,user,elizabeth.raines.28965,fd0b88e05b104151,53,"","","",,"{observed=63.0, self_average=57.9, self_second_highest=155.9, org_average=2.3, org_second_highest=11019.3}",
eaf14928ed8f2dab,1617210000,58,[223],Authentication,volumetric,user,kim.hill.06542,cc5bb8303a020857,74,"","","",,"{observed=75.0, self_average=67.6, self_second_highest=128.6, org_average=2.9, org_second_highest=2320.9}",
